"DktRegion","Pipeline","sigma.0.","sigma.25.","sigma.50.","sigma.75.","sigma.100.","sigma.sd","tau.0.","tau.25.","tau.50.","tau.75.","tau.100.","tau.sd","variance.ratio.0.","variance.ratio.25.","variance.ratio.50.","variance.ratio.75.","variance.ratio.100.","variance.ratio.sd"
"lPCUN","ANTsCross",0.249250136744849,0.26427104390209,0.267186540933711,0.270019973876292,0.282951832788036,0.00438084078957212,0.890623034245656,0.955821437175973,0.97440056010081,0.993579284169795,1.08753306457323,0.0275380416572914,3.27335763129754,3.56753097952047,3.646921590049,3.72981269806267,4.11592967015992,0.120527758745224
"lrACC","ANTsCross",0.293925257273917,0.309166539437261,0.312567497749021,0.316134432902447,0.332762782459087,0.00520479127571565,0.871229002246732,0.939876121460296,0.95758367039683,0.976288393279964,1.05144770907178,0.0264527517687565,2.71182862906914,3.00007147065345,3.06460311541712,3.13256474866378,3.41899221501756,0.0972056642476292
"lrMFG","ANTsCross",0.338980792058806,0.352305460560999,0.356184646811081,0.360182840736397,0.377553998288068,0.00577538165122465,0.857232096571537,0.922021504652299,0.94056091962894,0.959706546726454,1.04624038278181,0.0267461817505167,2.33835071910322,2.57965597131628,2.64017271415399,2.70188702150332,2.95368354711075,0.0880882401651941
"lSFG","ANTsCross",0.354559489823789,0.373569008844119,0.377828986943772,0.381831768347734,0.397295653248749,0.00624007862311691,0.84412782839173,0.911549449661488,0.929315782470857,0.947849710531757,1.02954311530744,0.0271075346100047,2.20278706501825,2.40567055012253,2.45949060213751,2.51688511555028,2.73329067423152,0.083903438141284
"lSPL","ANTsCross",0.319673587270724,0.335417952270971,0.339151974808561,0.34283502640337,0.358083002933859,0.00547398236992476,0.864456269054604,0.929935346604548,0.948753394071987,0.96782941215808,1.0481412599532,0.0273161621957627,2.46847667612217,2.73460622079702,2.79903912399957,2.86272721864175,3.18890266146415,0.0938687738689459
"lSTG","ANTsCross",0.280919591086735,0.296641170097394,0.29989376723782,0.303291965431885,0.318810968393076,0.00501484181586532,0.87199913210321,0.943814805912828,0.961617499543769,0.979744246071697,1.05515205589991,0.0260195203993113,2.86680800208808,3.13506659924276,3.20653430718871,3.2764483636475,3.6336817086073,0.103189839881611
"lSMAR","ANTsCross",0.317238269379087,0.330920851521552,0.334489528429373,0.338175855707138,0.356124699137862,0.00538394115819468,0.848177123506925,0.927602930000339,0.945949485660807,0.964111699620552,1.05595262147229,0.0269323089562411,2.53151133266657,2.76527766244719,2.82623080132067,2.89210793233462,3.21041327270023,0.0930892225052322
"lTT","ANTsCross",0.38560290586844,0.40290875775656,0.407484547170251,0.411962723595137,0.438414711908977,0.00692609664765116,0.82153080057777,0.899114521354457,0.916906259800436,0.935196403341175,1.00654389540288,0.0264828238389058,1.94041440331289,2.19739264517809,2.24836194905038,2.30607409122623,2.51934689825144,0.0778260052987785
"lINS","ANTsCross",0.26109093565347,0.272867935430589,0.275838059515593,0.278873546735281,0.289873490060496,0.00445185052230036,0.882893357700479,0.961511989518314,0.979618880763808,0.998764506429505,1.08545823073286,0.0275264748419584,3.17754369278431,3.47293192569789,3.55374953569022,3.63409033079009,4.00461632336345,0.117205609519857
"rcACC","ANTsCross",0.260790383580886,0.272558272911217,0.27562649317098,0.27864705675915,0.290356665313673,0.00446912134608667,0.893755921818606,0.964907979873742,0.983483036987143,1.00200200051867,1.10678005997872,0.0277294797008794,3.20448299613402,3.4922753129059,3.56826250745811,3.64492641705204,3.99013347984804,0.115191144023945
"rcMFG","ANTsCross",0.359953193225808,0.376746140093853,0.380905614447412,0.385129669050241,0.403887273302146,0.00622522657868572,0.826197457052819,0.902317346426439,0.919509961514382,0.937147819834065,1.0103436559466,0.0261839636634557,2.16116061874386,2.36028392018103,2.41351414041729,2.46991848559032,2.73212503685316,0.0813557774346063
"rCUN","ANTsCross",0.351356120519681,0.366466061123482,0.370713778896188,0.37503941056097,0.393442977171308,0.00624920434991976,0.857130182420054,0.920541486392358,0.939077657374247,0.956515806922439,1.03735275265131,0.0267780580730561,2.24817111431883,2.47576370737607,2.53234194587139,2.58881680559379,2.83083254220273,0.0857372720452278
"rENT","ANTsCross",0.294196469101167,0.306000388302981,0.309560217207457,0.313196254704935,0.331915125993592,0.0051921562454535,0.883858787780625,0.945654914049939,0.963108488330868,0.98138235271865,1.06261156792106,0.0265923188798386,2.80423964621508,3.04434509536937,3.11102131714252,3.17964989749817,3.51189033565177,0.1009929498672
"rFUS","ANTsCross",0.302666600410343,0.317026312641615,0.32062830484365,0.324293224706193,0.339199522629516,0.00538528167665077,0.875702303583583,0.941650133054246,0.959425220987394,0.978082967997468,1.09192720274229,0.0268310179763427,2.65003515481343,2.92631817948914,2.99069434459955,3.06183191114317,3.36972089417885,0.0987477923065841
"rIPL","ANTsCross",0.309228586956962,0.32528775884429,0.328868268695308,0.332389976157322,0.34808781280318,0.00533965445032108,0.854210104270834,0.929030194028772,0.947985359444522,0.967031934769163,1.04675225666662,0.02759936623117,2.57029133295199,2.81833165229266,2.88158016004405,2.94730691117078,3.22482370797468,0.0952666266217171
"rITG","ANTsCross",0.323031267370813,0.343787142630839,0.347704650302293,0.351498574123035,0.369021077633709,0.00584465105235349,0.848464659264648,0.924754438990506,0.942002651018904,0.960940668961662,1.03865426550509,0.0267662026687024,2.40160393079297,2.65063083986486,2.70907670344637,2.77132678221991,2.98351727140294,0.0898371238596893
"riCC","ANTsCross",0.269890582692326,0.280995719624315,0.283859341246961,0.286898555185481,0.301322601770329,0.00449081126342063,0.882855164281917,0.949752877734361,0.967405780797769,0.985432042126407,1.07240765678821,0.0270214516755982,3.05490076058947,3.33588719950669,3.40775638153688,3.4826107471535,3.79183389722192,0.109801345068012
"rLOG","ANTsCross",0.319882090865369,0.336351725636066,0.340182524932907,0.34390432022809,0.359041352964696,0.00557652980566604,0.848635537628751,0.919077667098853,0.9365923054104,0.95370614077584,1.03842465634511,0.0265011656725703,2.41940465498067,2.69425635691409,2.75350617621194,2.8162496363017,3.11227406703036,0.0908883925072863
"rLOF","ANTsCross",0.295460729113137,0.312311537459344,0.315790787138191,0.319490248641678,0.339709355650002,0.00528263240127582,0.864785630711335,0.946333273464777,0.96417223536392,0.982669032658321,1.0644641225263,0.0268251707415925,2.67918284463938,2.98645156053955,3.05195464603102,3.11882373044484,3.42276673784418,0.10068940670096
"rLING","ANTsCross",0.338071321358086,0.357800758206516,0.361875415316277,0.365973172670907,0.383973850728793,0.00600679271651966,0.849687165785976,0.913355303920484,0.932340346655476,0.949878858780451,1.04050610192208,0.0263374123141138,2.28066548003278,2.51966542195879,2.57506368554623,2.63271364794251,2.90339097593568,0.0847788353170121
"rMOF","ANTsCross",0.299668417334787,0.317647300060942,0.321394503543492,0.32496867179668,0.338790344837059,0.00533376032716584,0.880402790993491,0.94486524160881,0.96273780251297,0.982441879828153,1.06907644568046,0.0272253538699628,2.63819994864197,2.93091974578979,2.99878873644735,3.06526368508161,3.34659780615409,0.0991512022694396
"rMGH","ANTsCross",0.312224142695952,0.326063827272578,0.329732227754818,0.333466319777134,0.353014390506027,0.00554429528928923,0.860197093599559,0.934696641027121,0.953905511749632,0.972413877752928,1.04395725244024,0.0273209365390282,2.54336699294285,2.82533904324008,2.8915482940177,2.96013904854557,3.20608358509205,0.0978494512355427
"rPARH","ANTsCross",0.262846385062361,0.276363127316698,0.279618430128762,0.282743317440921,0.295249807194675,0.00463906033011783,0.88406956538659,0.956632400491302,0.974969379631101,0.993751502361406,1.09449223868998,0.0276696758917776,3.10429615655434,3.40951735982953,3.48872650391517,3.56867629240111,3.94107442776758,0.117490849932507
"rparaC","ANTsCross",0.32678650624239,0.344956178651307,0.348984026226379,0.353144686285839,0.375631319728018,0.00592517949106654,0.859569756712605,0.924785807929174,0.942990395587788,0.960900678219038,1.04264041655979,0.026643624859885,2.39914429518606,2.6431749614839,2.70123003406642,2.76176285378779,3.02492049417431,0.0896577779254783
"rpOPER","ANTsCross",0.32808479350141,0.347041967587873,0.350674860021298,0.354840604375137,0.371268950719525,0.0057242560446531,0.854112363558452,0.932347933275361,0.949131167604379,0.966810789785467,1.05398263457373,0.0264518284478023,2.37144602644389,2.64817496196432,2.70676843813379,2.76616557677479,3.09309492881869,0.0885149744006649
"rpORB","ANTsCross",0.329812235960282,0.345647740595264,0.349435914519632,0.353251194897413,0.372943374154152,0.00580337794248617,0.855126525290756,0.932818608414194,0.951431636531046,0.970105854987822,1.05350921630656,0.0273135663374338,2.37376829214367,2.66004764269403,2.72179275893327,2.7845808811839,3.0849516726757,0.0913495723867983
"rpTRI","ANTsCross",0.313582537418235,0.331084529884869,0.334815427611438,0.33858528625087,0.357884064198269,0.00551927840571664,0.866570179481237,0.934707392360451,0.953507320368486,0.972299912637999,1.06196356253281,0.027497657069,2.508747012192,2.78469532575877,2.8475701283321,2.91437070148197,3.21328384338294,0.097196983835005
"rperiCAL","ANTsCross",0.365535482322572,0.383180002805466,0.387358783498053,0.391679137640305,0.407421910232846,0.00634454710268397,0.847387030435116,0.909405840033276,0.927474623884679,0.94490190622754,1.02693923337172,0.0260794584623692,2.13783584282332,2.34170856200041,2.39379933250272,2.44647567163293,2.68694404128152,0.0784014935269807
"rpostC","ANTsCross",0.336317122959303,0.352336390468857,0.356212197314745,0.360461787724677,0.37812654554771,0.0059534460788057,0.847213053191284,0.916244522738148,0.934124034181841,0.952825714583421,1.03891500692087,0.0264305421572469,2.31039931935147,2.56051371632845,2.62179112952865,2.68260832185088,2.93825092985321,0.0869883698287837
"rPCC","ANTsCross",0.266769081740123,0.277956570048923,0.281200316486782,0.284392475550704,0.298701244774866,0.00467267790849457,0.892643434884158,0.965096698004971,0.983331488686733,1.00187014584645,1.09176457324597,0.0271681118045598,3.07217333963551,3.41978076936483,3.49695186433288,3.57178315908737,3.97065250653458,0.115278888954542
"rPreC","ANTsCross",0.343732154586474,0.359262201486286,0.363295773395064,0.367500424852148,0.387030970237444,0.0060786901838645,0.84605376001423,0.913562650014231,0.930214604732378,0.948369479168979,1.03945875732014,0.0261893652342557,2.25791489783248,2.5037131698376,2.56043082137116,2.61844619313598,2.8691315569722,0.0852476919162385
"rPCUN","ANTsCross",0.270533288747793,0.284744661717995,0.287894049439933,0.291052234525735,0.304922068913371,0.00480021775631939,0.88434509595579,0.947447685720785,0.965303770693892,0.983947751102059,1.0728915624927,0.027150345649618,3.02277940372283,3.27706683269394,3.35097193766329,3.42830853933436,3.75244019328624,0.11178878788409
"rrACC","ANTsCross",0.27595290148337,0.28940332765064,0.292593711156338,0.296005151800564,0.309599697985008,0.00477646609297277,0.87555038224942,0.950934731705034,0.969946250196212,0.988596079578411,1.09379921569203,0.0279410525025395,2.95686234864789,3.24192049035281,3.31512102816582,3.38867059650305,3.7349978345444,0.108685776573668
"rrMFG","ANTsCross",0.318828994070857,0.333568701521637,0.337195059233887,0.340800740921029,0.356602700196114,0.00549121080141204,0.852348966171359,0.93327062373797,0.95116778764636,0.969577890651661,1.044457234962,0.0266849926621521,2.53078750551319,2.75996195226323,2.82212704341739,2.88493460361329,3.16460561950394,0.0914162938687074
"rSFG","ANTsCross",0.33373686348638,0.350521884103283,0.354353501276137,0.358283773928668,0.375151448298054,0.00574752992695086,0.867859672163735,0.927434625735949,0.945739305174056,0.964523610167494,1.05010212597652,0.0266569753368056,2.36961944514171,2.6089655463758,2.67037035744763,2.72877591162279,2.99500466806755,0.0877154887925941
"rSPL","ANTsCross",0.324851911848954,0.341488673432837,0.345293289630521,0.349086981250847,0.368566117720667,0.00570651134970945,0.861063965581428,0.931027145486241,0.949128641032605,0.968350215624346,1.06829776725266,0.0269788937007665,2.45050617300302,2.68948530954215,2.74998691805915,2.81249699646847,3.0978567589041,0.0907267743436147
"rSTG","ANTsCross",0.296782396332752,0.3093363737889,0.312711757676398,0.316240707279017,0.331671212685458,0.00512423845608182,0.874054951484273,0.945748079873574,0.963025467819891,0.981721057030332,1.07152853661348,0.0265404243493267,2.77452466271942,3.01330881842972,3.07998698983312,3.1460975576417,3.47095491475566,0.0997978018583164
"rSMAR","ANTsCross",0.33064940964166,0.348592870833176,0.352542819188064,0.35645756428527,0.374695673891957,0.00581387269773937,0.854977418244153,0.918323745248689,0.936746875260604,0.954150603522362,1.03590209104158,0.026862257974309,2.36731968950631,2.59775917333007,2.65582439310738,2.71428081754781,3.03920297822262,0.0881100602237256
"rTT","ANTsCross",0.393702924752669,0.414327529657627,0.419169208024314,0.423616437468095,0.443189105328535,0.00696349078617041,0.816961048895621,0.897016456489479,0.914725076126293,0.933082400631991,1.02541759242699,0.0266673205024614,1.92374363359147,2.13258246721982,2.18442636670369,2.2324030628687,2.46577787267962,0.0750567390304572
"rINS","ANTsCross",0.251756055844732,0.268354566546584,0.271127227517242,0.274259281639547,0.288422926956184,0.00439476667314729,0.899829115164415,0.969964476285029,0.987822658340739,1.00609801175722,1.09192865587565,0.0268013073398414,3.183230106125,3.56377336186985,3.64146701209873,3.72193565262328,4.15324387581102,0.116799820718465
"lcACC","ANTsSST",0.201530180112385,0.210305292587552,0.212680528827513,0.215068694630524,0.224807739739051,0.00351820747784626,0.9033995865036,0.972702745438639,0.989978125160438,1.0076255409948,1.10416405815229,0.0266580189401108,4.17634581416731,4.55937273080019,4.65382617491093,4.75303467043937,5.21476644716225,0.145728201297922
"lcMFG","ANTsSST",0.265721952356633,0.279976857786322,0.283001176470964,0.286187809820462,0.298448001979253,0.0046216333486442,0.879426813603124,0.95771038687832,0.975804511177326,0.994390052480369,1.08357566234699,0.0277491685352874,3.06706163474386,3.3733509299932,3.4473090271053,3.52454176564912,3.90697668974544,0.112263371782669
